cert,report_pages,target_pages
5d27fb3de07b1465,38,49
5d4463fc37c941f7,18,68
5d4aae047020163b,17,87
5d4bb4fb80076888,15,159
5d54662b0e245505,16,66
5d57f2a6862fe924,28,69
5d6b0dc9e0190058,32,71
5d95e1a7a8c29054,36,79
5da939327a14e438,14,104
5db22161b84ab3d5,20,88
5dcb1c07173e16f8,35,73
5dd0014fd38a553d,23,55
5deb0179858d78a1,33,118
5df7b3241b307f8b,46,73
5dfeb0219325989b,15,62
5e06be752f7bf01a,46,74
5e0709736875c241,17,92
5e1189478398b9ad,14,60
5e13ce912898ef28,34,50
5e33bb9347d0ebfb,21,73
5e381eae3e8a250c,15,91
5e3ee1e291faa77b,15,31
5e3fc6da44e7eec7,17,76
5e45039fd39128dd,15,59
5e4c757231135ba1,20,104
5e4e16da9d0630dd,18,124
5e5d4b87195388c7,14,22
5e646214ea5b1044,24,24
5e686b9ff0103afe,16,79
5e731c2ba80088f0,38,134
5e764d3943fbe261,29,30
5e774987579f06d7,20,53
5e85f84c2312f04a,23,63
5e87de1cddf1ae43,15,53
5e89afca1d4570a4,19,34
5e8e4967caf249ce,59,88
5e9eab631db3c27f,19,55
5ea589212df9fc16,15,43
5eaac17c933883e8,1,0
5eb91b620bbf5bfc,16,50
5ec09bcc99fa852f,42,92
5ed38bfa194d1b12,18,76
5eda77c801e2df86,33,114
5edad8d95b4e309d,17,37
5edb638eed808c49,18,50
5ede99ad8994ccc9,24,34
5edefd19948ad581,22,40
5ee0fb9826fec164,14,78
5ee9898421c06859,46,88
5efe98a1ba4df4d7,44,73
5f10835c39c704d9,16,67
5f18321fb9a41409,35,128
5f1bc82727f54376,13,155
5f1df5ad8e51ba75,12,45
5f23eb5178c2989f,18,25
5f259ce91f0234a0,39,164
5f3c4c189362c2e5,12,128
5f3c9c6bf76ba72d,15,100
5f43e4fd41d58af8,35,65
5f4b39feb2a82dac,38,52
5f4cd1504f8b18e3,34,87
5f50a9d9e0e6fcdc,19,52
5f6946c674c32b30,15,69
5f6c863ef70f35a4,18,99
5f710c9bb11dd804,23,44
5f72799b48031056,44,74
5f72f74d631f2c02,23,62
5f7760ca5dd8b8ef,21,83
5f7767a0f1c42938,18,66
5f786edbd298757d,16,73
5f84cd800ee96468,24,86
5f99b00bf258f32f,18,83
5fc43ea4a6ef5ca9,42,88
5fdbdcf1ebaca5d0,41,114
5fe1edd87ec35f41,15,40
5febc39f2bad5138,14,123
5ff1c310577cd841,15,39
5ff2dda6d53140db,25,56
5ffeb31245aa3b94,23,30
600e2a1d0f05afd9,16,82
600f4684b0dd4549,29,47
602142c36e6be1e3,17,46
602b5c8fc373536b,17,53
602d958386f7e929,33,54
602ee7f2641e56bd,21,152
602f65f51a07adaf,14,33
602ff222d105acd3,18,30
6036816a61538f77,38,93
6046308191b6d169,16,51
6047f6a5966c3740,17,99
6051e8c9a52bb96b,30,30
6059dad62b257f5a,14,117
606186b9773bacc2,32,64
608fe49756dc68cc,16,48
60921f946253c82d,22,108
60b6625efd993969,19,39
60c49ab7f7d33501,22,136
60d091c3aafa1e15,1,0
60dad220f2ab3639,19,51
60ddb73190f675a2,38,32
60ec8738947badb0,19,110
60f08c85a518de1c,18,85
60f0dd83c8f32b8c,18,130
60f31793e1e5f4e1,16,115
60f347ddb0b38299,38,111
60f3bd10ee9be85b,17,89
610581cb76d7590d,35,85
610e118d804e4076,17,71
611a1cc1a2d405d3,28,111
6136acacc653106c,16,102
614cbd6d804533a6,15,77
614f4dcdee0128bd,19,38
617810f97f3f0b4f,19,98
61821500cddab34f,36,63
61832cb4291c343f,14,155
61a6b2f3ceac3e2d,15,37
61ab168197a54c56,33,88
61b0d63b7995b9fe,24,24
61b74402f117fe93,20,25
61bff064f593ecc0,17,63
61c742738475192f,18,85
61e2b2f2951bf721,15,95
61e7225bafe9e549,18,108
61e7578e78fbe755,15,62
61e7ec1c62704f39,35,215
61e862ed07d3cb03,36,178
61fbfc0b53a78def,11,46
621335449637e335,18,73
6223e79cd8564d3f,22,66
622e9039d191df28,36,138
62313881916550ca,17,104
623dee827372d496,28,81
62462a9ca130376d,12,101
6248b3e1c523f1b8,22,61
625b243397001f01,14,150
62616d41657d6922,36,91
6266d99d3b983091,16,41
627bfd69c2a831cf,19,68
6291bcc06184d125,18,33
629372a8091eafae,17,115
62ae1a5e1e1ade0b,40,64
62b5eb08d763b1fc,12,74
62bc9da1c2fb5fb3,12,47
62bf5de838cd3a7c,49,89
62d8c700db19fa11,11,57
62ea12a48f491b1a,14,39
62eb991153211de6,34,74
62ed9d1baa8a50be,36,92
62fc3b5f43dbd638,19,52
6309dded52ee7f1f,40,44
6313a92bf426d2bb,19,59
6337d3dcc5362dc6,11,67
63437f397537984b,18,81
6344672e3178f63e,14,36
634af5acb21aa587,16,60
635749310390578b,24,24
636b241121ab658e,26,29
636d120b8ef5a269,15,45
637657613004dbbd,48,136
639a4782da0e8ecf,21,156
63a9152c9d95514c,14,102
63c1045055ec3b58,40,61
63c4a056b9ed20e3,37,61
63d0bacbab451d2d,30,61
63d4bc4fd758780f,31,143
63d8cc823bbbacec,16,38
63de95da1475b833,36,79
63df9112e0eacebe,31,88
63e55780fa1766de,17,80
63f49de303593551,57,94
640246000edb7ea3,12,61
642d82f9a5e97fa2,17,82
64619d47b9478fea,16,66
64695af9785b7571,11,18
646d03428a882c1b,40,60
6470858d54ffbc68,13,161
647d17d44745a532,42,132
64a3d95217c71a6b,18,107
64b5ca1fb42c9ad3,42,100
64cf69a7c136c908,22,86
64d84da5203f0539,33,91
64e80c255d51ff37,17,77
64ed7e55bdc50177,17,166
64fe24fb42eecb84,34,74
650b543cd3c87596,40,114
650e5679358abf61,23,0
6521d2637726be28,29,30
6529877d9799822a,32,61
652e9c2dc2c5c936,15,77
654554952ecb20ac,17,85
65619772eb7d5542,23,99
657cfb3718522983,23,51
657f8d0cc39bbcdc,44,82
657fe7da80be7a4a,21,41
6585868d4d5e48b0,27,52
6587b26878da24b5,19,56
6598f720a7d85390,24,42
659f501baa5997da,38,108
65a47f93451f13de,38,153
65ab2fd5467ef78d,37,104
65af80e5c6538215,40,151
65d7e9fe561778a8,25,54
65fba51313f65938,18,105
66068857563b8b5c,15,103
66263c23589fed4a,38,87
66306e6b8b16830f,31,61
663ca2c459d7e729,31,52
663d89dea15969c8,28,42
6643e2752f0a921a,16,50
664ce79b1826dfa8,24,53
66838f2e4bb6eccc,54,54
668b5c95eb0229c1,18,89
66904b45404298e1,27,129
66a029f3bf303f3a,12,44
66a2a1aecd1646f1,14,82
66b0edb9f6e57b2b,31,90
66bbd8fb83f0abbb,13,113
66c2b4f175819960,16,46
66d379b4f0940598,32,70
66e47f5d28e2f95b,11,87
66faa094a9333d1a,21,93
6700028a309c3f7f,26,61
671c11545ac66009,40,90
6725cadb2d5a5d42,33,100
6734d2c3f2e96253,36,83
673b5f7b6c53cbb5,16,40
6785be05d030779b,13,102
678b2b51e429444a,40,64
67a66dc8b382c376,1,0
67a79bfc84b4071b,16,46
67c1a2dede210dfb,23,39
67c8e242329ba986,50,139
67c9dc32447e4963,29,43
67d57866bb93f539,40,67
67e32d1c99bb91eb,16,75
67e75c6c6538110e,42,47
680aeb0a20a9fed3,19,93
6819d8e876d1de77,37,120
681e71351227843f,38,78
6826a0a1a9ebcf66,25,33
682ae6d18001b529,23,100
682b831d7ebdb250,19,59
6840b6619ab4c5ce,33,42
68430b97fea5062e,16,79
686005d0b5ff5c5c,18,121
68782bbb8294a508,30,80
688193a45ded7ab6,29,30
68875c05e00bd1aa,17,48
68c0593a52b30aa2,14,46
68cd907758612ba8,15,23
6901124edcfe478f,57,23
691119fe8a2f8e1c,34,35
691b730a7bbb28b0,17,96
69225a69a22499be,17,77
692e91451741ef49,44,64
693325ca20a6325b,15,81
69347104bc7e740a,17,97
6937471bfe362494,11,42
6940e3c6a15b98e0,36,65
6942c0559eb19761,13,40
69490b55148cb91f,16,66
695959d56a995b7c,34,75
6962629b904be54d,52,126
696c193b3d13924e,35,104
696cf530b8ec9cee,26,85
6999db84bd629b32,17,83
69a32c1b87f316d6,31,58
69a91001944d6eb9,38,88
69b15e884cc13c70,18,90
69b877d99c360f97,16,97
69c40c782f9321fb,38,107
69c75283a4ccf934,20,104
69d373903e9635ef,24,80
69e0bbc57980e3c5,20,56
6a2323c5267ae0b7,20,58
6a2eb69f2caf5268,34,59
6a385d54ef6bd525,17,108
6a46ff1d1a5154b0,36,132
6a5c2b35219601a3,14,91
6a5cb89e80f86ce9,33,94
6a651be3ea0c2d4f,15,28
6a6b36b1322eb344,13,96
6a85bb1d21a35e7d,21,52
6a999675c9422dfb,40,67
6aa2f56da553d95d,16,71
6abef2102c86c0fc,15,47
6ae356d8abbfdeb9,26,163
6aec66d50ef48298,30,33
6aed3e65e2409383,39,78
6b249c38b49ec9f0,13,145
6b3a8b843cc88859,15,81
6b605ff743c859d0,18,54
6b7414782c7e6e7c,28,45
6b96a759859a9487,24,34
6b9acc6f9edbae91,14,101
6ba11f1b147c357d,15,39
6bc3be1850b3ff61,22,58
6bdca9f13e19572e,17,89
6bdf8d7b133f1c82,15,39
6be07dff9c4ed819,20,120
6be1799d29efd1b1,26,50
6becc4c21730d391,16,71
6bf2df7f8a6538c5,34,66
6c14f733fe7aa28e,14,55
6c20b60d4a02d736,29,18
6c222ea916b4f5e1,36,131
6c2fc8308efeccb4,38,84
6c31bc6e6caf93c2,30,30
6c332860c4967b30,17,65
6c39b8d321dc687c,36,111
6c3e0fe95400f1f5,31,87
6c4c18ca65fb2436,11,28
6c4dbdd3f6c10a3b,42,36
6c54a38634e3e207,16,100
6c6c5ba82977609b,15,109
6c6ca2c9e1c4c93e,34,51
6c6f6fff895447a2,35,97
6c7c49eb3609427e,20,49
6ca1063d82ab795a,21,178
6ca48dcc96c8a1b2,23,41
6ca9c9f73106935f,36,97
6ccaf5f5d570cc37,40,0
6ce8837bfda13c68,26,30
6cef8442092da1da,12,90
6cf3a3b285bebf30,15,39
6d1d34e4c80a3368,50,123
6d2343650a213ca5,25,75
6d41460480570d22,19,67
6d4810a8444c68dc,14,76
6d4a3715391db624,14,71
6d5eb77fd9cdcca1,19,37
6d63f645e797669e,23,37
6d6ade44dcc497dd,50,77
6d7243266e527501,15,52
6d779d993bd589f9,40,33
6d931b1f4a32b1cd,21,71
6d9c2bab8cc8d28c,24,45
6da6a872d4b846b8,24,36
6db03be46f94c3fc,15,39
6db03eff148934a4,16,34
6dc47e3f5d35aedd,14,47
6dd2c6ec33a60c5e,1,0
6ddd0d9c37f27706,44,82
6dde54b8c6d592ef,35,61
6de10fae5abcf229,24,93
6de31ca0fc6d1357,29,21
6de69efb327ecd1e,32,62
6deffa7fd6c435f9,20,89
6df53f22e284e5d9,23,49
6df8f86449e56c05,15,56
6dfa24c82e89436b,40,99
6dfe436482047387,40,53
6e029bc98182fb45,16,86
6e04be574f763eeb,19,51
6e2aa6a74a044b57,21,90
6e363dc35c9444a8,24,45
6e4680a119d84178,18,81
6e4de0c194952a21,21,131
6e59a27a38c35a38,48,78
6e654a7ca3c79afd,31,91
6e6748d5bfc88de6,18,68
6e7bae43dc0e4f45,36,68
6e9496b7254e02e2,17,100
6e9e6a245dd11a46,12,34
6eacef3b2f976ce9,44,68
6eb6b29c45f6355f,2,143
6eb893161001b0b5,22,77
6ec6e38041b50404,13,118
6ec778e1f029b4ac,25,80
6eca3e71e3a8d03e,24,71
6ed3cd21c6a2c9d0,17,214
6ed5861434d5fed9,18,55
6eeed6fefb1f0243,17,90
6ef82dead8e3437f,40,79
6efd33ea5634a73d,30,0
6f02eb462406976a,14,53
6f0a50d3bd7db7c7,23,35
6f117b3a03b4c5b3,38,59
6f13e8b708b43383,15,68
6f173a8d48ec0c2a,36,134
6f1b6ce54d4e9881,14,37
6f1dd7c6b4f31960,42,84
6f38b9bce48590e3,30,61
6f480809fc73b635,32,89
6f4913be9b0a8375,13,61
6f524cbfacca8823,23,136
6f8d7a6a1dea6a3a,17,124
6f90b0bf6bbe884b,30,63
6f9375bacd396b7b,42,74
6f9f6d0494d09f67,18,37
6faab408b18b38ea,21,47
6faff27cc0b92bc7,36,83
6fb48287f509336f,13,25
6fbb34a3a08e943c,16,67
6fc5d16622cf0222,14,57
6fc6a0a8163fea0c,14,134
6fd0ddabc02a5d13,34,111
6fd73557577cf9ed,12,93
6fe5828936663aed,20,60
6ff89f3123a6a98f,31,107
7000a744494710d2,48,72
7007e5c7b584a9e2,36,56
700a0e699510927b,28,79
7015af58766db091,16,93
702a3fe5f10225fc,21,67
7037353fb381d58e,23,84
7045b081c9bc3de8,24,94
705bdc5ed179bd58,25,51
7060f64a78b55baa,21,61
706ae69e4fd9e6eb,18,77
7085fcb3630e00aa,21,66
70908a4cfdc5585c,40,62
7096b882b315807a,17,228
70b12d34fa092eeb,32,61
70f70fb39d72d7b5,28,88
70f75a14390522b6,16,92
70fdd5c311a7432d,18,83
7105b1663d6018c0,31,98
7109f6da9fa109ee,23,48
710a89e41c26e83f,40,46
710c8d7f75c0a710,17,88
711a7b593ed41b02,18,57
7135d2f825f861a8,20,22
713f9c9e560b492d,33,63
714559f7e1bf956c,17,90
7147c2f70d983d57,0,0
71667606e6d749d2,32,75
716d4ed24eb88cca,17,61
718a86b597f85686,19,37
718d20b93f884759,16,55
719ef45375e81716,19,108
71af1e956b9b3745,21,62
71bed472667a7065,16,59
71bf60d6acb13128,17,66
71d010aa76d970d2,24,61
71d3720cad53b289,11,45
71e471543ea7e03f,17,96
71eae9be60b7fb6c,38,96
71eda37dc0ddfd01,11,48
71f761d544762897,24,56
71fa7df8fbd68aae,18,76
720aab4f782f4c60,17,52
723ba544431f7874,29,188
72427a1b18b32eb7,36,56
724d3996cb63d204,19,92
7258bad63478469e,40,58
725b6b95cd47b601,34,66
727bce62137f97b7,44,44
728d7b5d0308c4a2,37,61
728ec9fba8981a9a,21,47
72924484701d47fa,21,66
729fa7f677d11f64,14,73
72abf6019f4235d5,22,37
72b5411e79727b44,16,33
72bcc0ac1cb5a02d,26,101
72bef9b5cb4044a0,23,56
72cefb61a4fc453b,43,411
730e4ce4425e4571,20,81
731102b849e8d104,36,63
731aac44217611ec,15,76
732271484650d27a,35,60
7335557650265c0f,12,60
73632a66aceeb90e,36,94
736ede0289146b59,30,82
7374e56cb0e71e71,15,92
737ee9244fbbe90c,16,60
7386d04b20f354f4,17,59
739d07a9745954b3,34,65
739f48568b127f22,16,62
73a8da91bc0e9ef3,15,61
73c768eccf030980,38,95
73c7def373192d5d,15,54
73c9388a415915ae,16,59
73dbc35c2b91c4fd,24,68
73e0b884cd04d9bc,38,60
73e4f65789159996,18,51
74048ffc6d00c0a6,2,0
74079f770cccf5ce,18,74
7413b5964eb016ca,40,55
74167fcbea84492b,28,30
7420fa8683233934,38,70
7423b7fde3be2fd9,38,54
74311fd4254c8779,23,36
743318f3a2b4e281,42,72
744a7a202d909323,16,73
744be95a6eaeb82a,35,112
745c9e794e288ae3,36,91
7460afc1d3b24062,15,54
74727e1e9f40b1db,17,51
7482381a8f5cf6b8,36,61
7491f68de75c4993,19,70
7499da569e7deeec,41,96
749fae44017016c5,20,51
74a8ddae1bb0e894,25,68
74b254e0b17b130c,37,91
74b92cdb7572d7e2,14,38
74ceffa7e539fa48,17,84
74d685c3723bdf92,15,102
74e6430d8c4ea5b3,18,132
74ff6cf6df577288,28,103
7505c05356d2e512,17,68
750a973716b29e47,22,67
751a324c3f87f58a,60,84
752cad21c9cefc90,38,47
752f0f2579640175,16,81
7533a87b0379ce3e,11,37
7537ed41507e461b,20,83
755820d176c9d233,14,60
7558de658fb39185,13,66
75609423e1f40c07,17,43
7574381766e293c7,25,57
7587739646d49c81,12,52
75a1382326f844bb,40,49
75ac3b39572db0ad,16,58
75ba1b8c6806fce9,38,91
75c08d873d0dcc06,24,47
75ce95f62fc65fac,17,52
75dc03fdd0606572,27,102
75dcf6f0523643c9,39,92
75e5da31bb9594ff,1,0
75eea9585e92c8c8,13,84
75f7d3960dd05f8d,17,77
7607e34a7608222c,31,30
7611aeea8e32c100,18,107
7623950728f52a71,18,52
762aad247b6d2de9,19,23
762f9d1a0848b9b9,17,88
763a3d418d5577c0,38,136
7651d1dba7df490e,17,72
765f4fafff107a73,30,68
76610bf4610246c7,38,83
767c417b41f6c4b4,20,122
767c8a01b4b6d5d7,25,117
767e5746bb1ac28b,27,34
768dda4099b6f2d9,35,157
76a156797eaf2bd0,13,56
76b289d10702db4d,21,113
76b726cc5882f06c,13,43
76c104dbdc6a6890,29,69
76c969ba5887d1de,36,64
76d52f916b4222b1,40,62
7709221bfec82ad9,17,79
770f2b13b0723e49,15,43
77130fd0ccb8b758,17,71
771d20ddfc089ef3,21,120
774cb0f28f7900f9,48,73
775701c3268e1139,19,67
775b1fdecba5cb81,17,94
77666acfbd865b66,25,54
7768c8ec3439b6b2,26,49
77830c9a2b2bd2c0,25,71
7793c695818500d2,20,55
779478342591ab5a,16,40
77a962f8211e35c1,26,74
77acb3a4a3f58e0b,17,55
77b47fc76ac8b600,15,58
77c524b431b15d31,22,41
77e7bad20c9de303,16,68
77ef42af7556edf5,18,85
77f16c3aa77ec094,13,47
7802c88c8f632050,17,30
780a23f1fc1a85c1,34,0
780f19df05e0dd18,40,92
781c243d0021d4c5,50,45
78212f7b0194d7da,16,99
783f35d62b4f2b27,16,45
785b321cab63cdd3,17,61
786891136b9dbbea,34,78
7869417a6369a4b5,16,58
789564ffe9bfea87,15,66
78a279b07a6d3367,26,42
78b52013ccc6c07b,22,92
78bb780793fbb176,36,60
78d9bad6012b6767,29,32
78e1a4cfce6496fe,38,90
78ee128e20700c41,39,94
78ef46252d580af0,20,66
78f858b401b948dc,14,72
7908bf243b1589e0,34,100
7916abc6dfd281f6,27,161
793075287bf70a81,24,83
79338e8736094757,17,45
7941d384f7b9cde1,21,35
7941df665a432d27,29,52
7942e835fb18c4ac,20,74
796047040f386d16,29,61
79611ef3f911105c,20,71
796445972ef2ff5b,20,57
7964b346f2c4c6ab,20,42
7974f3e900d46ad1,18,55
797ea41cc2e95f08,18,58
7980d204dbc3ecee,32,61
798f2870a2d9dcd0,34,35
79c729d80cb73939,18,59
79d91283de34eca2,22,61
79eb008966706853,16,87
79f48541164e16ff,18,47
79fd63150136b764,20,25
7a064721d4302615,20,69
7a0bf9a6853770a0,31,50
7a0e44767b51f0c4,14,75
7a104ce81e070ac2,29,53
7a12bbde6a73c9af,25,89
7a26d92281df3e8e,36,61
7a53ce3f91bf73c7,17,36
7a5a4a9578503a55,30,97
7a799fc315ee99da,15,70
7a8d4ed693d443d7,35,154
7a909ff81e0a110a,33,71
7a9786f5ffa46252,31,46
7a99053d3ebc2a2c,24,175
7a9f073396eaec67,42,109
7a9f34f9ddaa426d,18,92
7aa201ca52bdbfd6,16,67
7aba28874f71a85b,16,55
7abe954a8909bd6c,48,0
7ac69e82d1a680bb,14,82
7b08ad74a882337c,20,61
7b1efef5807fbf94,29,102
7b1f816f20381626,22,85
7b25e657bfe7a0c1,20,42
7b422b8136c3a6d4,11,47
7b63c31cfd0eb65f,22,87
7b6abc1ceb0647b1,16,67
7b6eb534f63b4e2e,34,67
7b7287c13709fe29,19,83
7b8937293a614830,21,39
7b9d22db94b7f8cd,22,102
7bf033c2f1cc6ee3,14,77
7bf9992f5354925e,36,45
7c04881c9a46b337,11,18
7c05ef503d8af5ce,16,44
7c062b969e50e2af,13,0
7c392975bddb3363,40,60
7c6afed12882590c,14,67
7c708f62e3280ec3,50,45
7c7e48e3aed8bfd4,17,127
7cad6a41c9a0fb5b,23,23
7cb00145f7472695,13,36
7cd92bbcdcfc89c3,23,67
7ce2c3dbaa47508a,44,129
7ce9399ea4f7dedf,22,44
7d074a56ee50aec4,0,165
7d1365312e657493,17,48
7d3546a4000b5b75,26,31
7d3d466bb4189b6c,36,62
7d401361d230c75c,31,95
7d4585a4b5b6e873,23,144
7d8dc0575933f142,34,130
7d93f03fb3dd478d,31,60
7dd1559906ead291,15,48
7de0e2b5836dd025,36,36
7dee2cfc81d63953,30,58
7def9127939daa0c,15,35
7dfcefd1ffeaa941,24,126
7e088906fdc4b1d3,19,37
7e1a44114c80a5b2,20,78
7e24168630d5124e,16,73
7e24a5a087db6814,16,85
7e32023021d5aad2,2,95
7e37ff763a97bc72,15,69
7e426c62da58175b,34,93
7e5898e318029e2e,19,37
7e58bfc14edf68e4,27,31
7e664d089ed905a5,18,77
7e7f8235acdcb14d,22,32
7e82a1ceb29e4019,16,50
7e8763f553e43d12,48,102
7e92dcac20e009a5,44,95
7e9c1599ff0203c7,30,33
7e9dd6cb86b58f95,42,75
7e9fc9f948e5cb17,23,61
7e9fcdf094d124ef,14,66
7ea0c5d64934e797,17,52
7eb093e509e3af2c,22,94
7efce53d8e853fa0,29,82
7f011fc2ee2a844e,16,26
7f02a580f5219377,16,76
7f043162f88a1c3a,29,81
7f0d0c39ff28c806,16,28
7f1129858dd504a3,15,52
7f1524951867c013,34,30
7f1f7bffe46d4c85,36,88
7f29aa0291e79ae3,13,169
7f2dda04b6a22149,13,35
7f47d3d0fb4be4cd,30,132
7f4d3b659fc17c09,44,70
7f56c5b18241ad8b,30,73
7f6d24482b421391,18,107
7f718552fa11c132,31,93
7f776a2d7992cecd,23,61
7f7a0d0afdcf134a,24,120
7f8c814f4be177b1,47,105
7f9eb1b8217d15ad,25,74
7fb9a3f920cd2fcb,18,40
7fc9bd2af5a4593c,24,26
7fd3ddcf4381ccda,38,47
7fd52e58ce7ded81,15,87
7fe19f4d05a57d28,34,97
7fefa609e8a450ae,48,83
8002c96397a290f9,18,52
8035f242b12cec6d,17,50
8037b4b4bc8d26c2,17,69
803e48adb6632ee9,13,65
8055ecce3c1959d3,20,33
80776b0266b15a22,24,49
808de32aa819821d,38,60
80904224999db2f1,16,56
80932fd09bfc3f98,21,92
80ae5f71b5fa278a,17,95
80e814836ad72743,31,33
80eed4df923e338c,17,67
80fe3ba3d9c9bf64,38,108
81273108dd167b98,42,65
8131664af0365622,34,86
814a2ac0aeae08b1,16,104
815d67f8292ad7c3,40,134
8167d534b78ebc51,38,100
818f62b997d143e3,50,45
819d92a6492415d3,40,91
81b4adf86bae3671,37,74
81c3028e501636d9,20,109
81cbadb9d7a6993c,18,43
81e643ed31b5e32a,21,50
81e98d9e4ff2b514,14,23
822d871f3bbd06d7,24,56
822e5f25e7c4631e,1,106
82361ca3849ae025,17,45
824a8da5564344a3,17,51
825aef8582fd8335,44,75
8260c6c0410c3700,21,56
82652fdcf13a5582,32,61
8278a9ba639a08d0,16,111
8289053cc3e10cef,1,0
8298c7814b3b2860,23,102
82a2bd8fe4ed2087,38,68
82ade52e9ef12fd9,21,127
82aeacf608cecdd3,20,38
82b7b915b7af9c17,38,164
82c24f729c2e0092,13,62
82c717a9a379b75c,17,74
82dce1546c69369d,19,39
82e3393c66be5edc,15,71
82ee72b4cabf068d,13,64
82fcce2db9ef6063,0,55
83020f91ce1aaf68,19,77
833ff87d69cff5db,13,100
8344cee00da693fb,24,89
834cf5fabeeefc01,36,87
835211383d281d89,13,77
837e4f5a5bdfdd76,1,0
838bc7d975063e39,27,88
838c2866184f8402,24,31
839562c03d7ef574,18,51
83a723fec25495e7,21,162
83b2cc931a194c98,20,31
83b49d96cf05fa9c,26,60
83b4d7d35a747d1b,20,76
83b56f938e262858,28,71
83bb8420c3cccf85,36,75
83bc5fbf2b54e83b,43,68
83c1ee8ab43ea00a,38,97
83c3c545298562e5,13,97
83c506f06f7df08d,34,60
83e595d2b5e3d74f,15,105
83e7923be5e9cc57,36,85
83e9484cfd868dd3,12,82
83e948fde4d43f6c,35,64
83ebc59e80555358,20,64
840c0faaf562d858,30,97
840c3a5cb2aa227b,19,115
8424207a5053802b,34,77
8425099f2726b681,33,101
842ec101e85760f9,38,97
844703f5c2809777,20,104
84501b4439b66fd9,16,93
845233ae81096737,22,84
845bb039719ac5d8,19,93
845eed71516e89aa,26,44
8463c824ce662f75,25,58
84a75b6fc33b669e,21,65
84a9f3f2606be56e,40,129
84ad620b72c8737e,14,66
84b1520706c3d784,26,89
84bbf5178670152c,13,25
84c868322995b179,27,91
84c8bf1f809380bc,19,112
84cc5f44e52c205d,18,46
84d6a370e4f38ddc,11,102
84dece5614d2db7b,17,77
84e625decceacc42,16,71
84ff17001564ea47,16,71
85020e58150f630f,19,94
85054d3f47bee56c,18,107
850f5b2c312299d5,38,99
8515320594f70a65,14,34
851ca31aad8bf46c,24,53
851ebce7ea31a10f,13,22
852cad2f53bda148,16,61
85328590c0d7273f,13,105
8532a6232360aff8,31,124
854a1d21a04a62fc,31,98
854b68aaae6d34ef,17,47
854f4851530238f8,18,93
857ed490aef924f3,18,93
85e26d130eedf086,16,45
85fa17a19251a2ea,40,116
861434b03ddcac64,42,135
86255c61e33c2caf,36,93
862be12775eff765,34,33
863d91c6a2b8e77a,35,65
86462bcec4492bfa,11,27
8648ddd13ad95c88,28,71
86588bcc65006a03,12,43
866422258dc2abc6,20,114
86697ad8e10ab772,24,93
867f622d0e6f7ac0,16,33
868d56dd1202ca2c,17,93
86c6082b2ea2db8c,17,54
86dd15ad7c95ed10,26,62
86e9da10bc176267,11,71
86ee59184e6555b4,38,33
86f1afdbbd29e48c,20,47
86f76fd86b1b938c,37,71
86f951a1aacb4912,15,30
86fd4192ee4f60c4,19,56
870403d85504397b,33,66
87286bdc06061018,35,98
873a52bfe0de3bdb,38,85
875eb5f102e0a979,19,46
876cb2fe02017f3f,1,0
877e2dc06f862f3f,36,69
8782c7c292ef2759,14,123
878aeae2d388379e,20,22
878af76320373ba0,50,341
87a789bc096017c0,16,81
87a80325171d8add,18,36
87abd998f3b7e26f,17,55
87ad1f49eb6613a7,19,57
87c2692ae0027f64,21,62
87e16544d131403e,38,159
880efa4ffa4e26d6,15,73
881103fb71f5ceba,15,50
8817adf6eaf4f06c,26,126
881db354564ed7c9,15,37
8820852f4a1163b3,18,150
8825e2c99223c084,48,88
8826a8ae0369901a,16,46
882a9d016c7e1f36,19,51
882ba0bb9b7f0010,38,35
882df28aee338320,50,168
8865aed38c79d3fc,42,77
8870ddf70bf57890,26,148
887139711564fdb3,24,83
8877b69b21e92b41,13,38
887afbb0843425b6,39,75
88902efe4a3194b0,14,123
889693d2b11bdfaf,1,0
88afcb1a05ff5035,36,83
88bd1a0c868bbc9d,18,68
88eb228eeb487597,34,122
88ec40902b1088dd,14,50
88f02ff8c483c135,20,21
88f1d07b028c7978,23,65
88fee851a223dd35,26,95
8908ccdc198fb2ea,12,84
890f788a91fc2fa1,17,52
891356dd3490a86e,17,52
891d7ef0282ce9c5,38,44
8927428c96c0b59a,38,129
8928136f5bafb175,27,51
8928e191ee2fd3b9,23,77
8934cb42486f1964,30,145
893be82a6b027186,23,66
8944c4f14bbcaa74,14,112
894ceb81fc92cc00,48,96
89530d775eee92e7,28,73
89661fd710593201,16,53
8973671645a01430,15,34
8975cbb58ab67846,17,50
897f922a7678f658,38,94
8992fd8120796e20,16,36
89a05fc32f2f5834,38,71
89ba45f41b175504,21,54
89bf342b2187545d,17,66
89d1f7ab8b77e41d,24,154
89e6054ed28c4f17,45,417
89ed2e0ab9220dba,26,29
8a0636d434d487be,13,24
8a173df48df69805,13,39
8a1aa79f682fa03b,36,65
8a1d5e7f44b4ab5b,21,41
8a3ca0abcdb5a6c3,17,50
8a4caf8fee2bb982,22,31
8a5090963fe7a69c,20,80
8a5e6bcda602920c,18,100
8a5f19cbc79b7b30,13,73
8a5f8686ab9de19e,46,121
8a7731e9eb363fb4,38,81
8a8385c9aea0d3f7,34,58
8a8cb9c7076a4617,18,124
8aa884b088e5e942,46,42
8aaa07adab3d8e58,17,42
8abaad7014ed5806,38,50
8ac22970bd8042d2,0,59
